original_id	counterfactual_id	negation_additions	negation_deletions	affect word_additions	affect word_deletions	gender word_additions	gender word_deletions	identity word_additions	identity word_deletions	hedges_additions	hedges_deletions	hate words_additions	hate words_deletions
19625	19625p	False	False	False	False	False	False	False	False	False	False	False	False
19637	19637p	False	False	False	False	False	False	False	False	False	False	False	False
19638	19638p	False	False	False	False	False	False	False	False	False	False	False	False
19640	19640p	False	False	False	False	False	False	False	False	False	False	False	False
19641	19641p	False	False	False	False	False	False	False	False	False	False	False	False
19642	19642p	False	False	False	False	False	False	False	False	False	False	False	False
19645	19645p	False	False	False	False	False	False	False	False	False	False	False	False
19646	19646p	False	False	True	False	False	False	False	False	False	False	False	False
19648	19648p	False	False	False	False	False	False	False	False	False	False	False	False
19651	19651p	False	True	True	True	False	False	False	False	False	False	False	True
19653	19653p	False	False	True	False	False	False	False	False	False	False	False	True
19654	19654p	False	False	False	False	False	False	False	False	False	False	True	True
19655	19655p	False	False	False	False	False	False	False	False	False	False	False	True
19656	19656p	False	False	True	False	False	False	False	False	False	False	False	False
19657	19657p	False	False	False	False	False	False	False	False	False	False	False	False
19658	19658p	False	False	False	False	False	False	False	False	False	False	False	True
19659	19659p	False	False	True	True	False	False	False	False	False	False	False	True
19662	19662p	False	False	False	False	False	False	False	False	False	False	False	False
19663	19663p	True	False	False	False	False	False	False	True	False	False	False	True
19664	19664p	False	False	True	False	False	False	False	False	False	False	False	False
19665	19665p	False	False	True	False	False	False	False	False	False	False	False	False
19666	19666p	False	False	True	False	False	False	False	False	True	False	False	False
19667	19667p	False	False	True	False	False	False	False	False	False	False	False	False
19668	19668p	False	False	False	False	False	False	False	False	True	False	False	False
19669	19669p	False	False	True	False	False	False	False	False	False	False	False	False
19670	19670p	True	False	True	True	False	False	False	False	False	False	False	False
19671	19671p	False	False	False	False	False	False	False	False	False	False	False	False
19672	19672p	False	False	True	False	False	False	False	False	False	False	False	False
19673	19673p	False	False	True	False	False	False	False	False	False	False	False	False
19674	19674p	False	False	False	False	False	False	False	False	False	False	False	False
19675	19675p	False	False	True	False	False	False	False	False	False	False	True	False
19676	19676p	False	False	False	False	False	False	False	False	False	False	False	False
19678	19678p	False	False	False	False	False	False	False	False	False	False	False	False
19679	19679p	False	False	True	False	False	False	False	False	True	False	False	False
19680	19680p	False	False	True	False	False	True	False	False	False	False	False	False
19681	19681p	False	False	False	False	False	False	False	False	False	False	False	False
19682	19682p	False	False	True	False	False	False	False	False	False	False	False	False
19683	19683p	False	False	False	False	False	False	False	False	False	False	False	False
19684	19684p	False	False	False	False	False	False	False	False	False	False	False	True
19685	19685p	False	False	True	False	False	False	False	False	False	False	False	False
19686	19686p	False	False	True	False	False	False	False	False	False	False	False	False
19687	19687p	False	False	True	False	False	False	False	False	False	False	False	False
19688	19688p	False	False	True	False	False	False	False	False	False	False	False	False
19689	19689p	False	False	True	False	False	False	False	False	False	False	False	False
19692	19692p	False	False	True	False	False	False	False	False	False	False	False	False
19693	19693p	False	False	True	False	False	False	False	False	False	False	False	False
19694	19694p	False	False	False	False	False	False	False	False	False	False	False	True
19695	19695p	False	False	False	True	False	False	False	False	False	False	False	False
19696	19696p	False	False	False	True	False	False	False	False	False	False	False	True
19697	19697p	False	False	True	False	False	False	False	False	False	False	False	False
19699	19699p	False	False	False	False	False	False	False	False	False	False	False	False
19700	19700p	False	False	True	False	False	False	False	False	False	False	False	False
19701	19701p	False	False	False	False	False	False	False	False	False	False	False	False
19702	19702p	False	False	False	False	False	False	False	False	False	False	False	False
